name,post_code,address1,address2,tel,jsog_code,senkoishido,fujinkashuyo,shusanki,ivf,hai_ranshi_toketsu,kenbijusei,social_ranshitoketsu,teikyoseishi_aih,pgt,jis_art,japco,city_id,prefecture_id,
八千代病院,4468510,住吉町2-2-7,,0566-97-8111,230008,0,0,0,1,1,1,0,0,0,0,0,1090,23,
安城更生病院,4468602,安城町東広畔28,,0566-75-2111,230009,1,1,1,0,0,0,0,0,0,0,0,1090,23,
刈谷豊田総合病院,4488505,住吉町5-15,,0566-25-2810,230011,1,1,1,0,0,0,0,0,0,0,0,1088,23,
名古屋第一赤十字病院,4538511,道下町3-35,,052-481-5111,230014,1,1,1,1,1,1,4,0,0,0,0,1067,23,
名古屋掖済会病院,4548502,松年町4-66,,052-652-7711,230015,1,1,1,0,0,0,0,0,0,0,0,1072,23,
藤田医科大学ばんたね病院,4548509,尾頭橋3-6-10,,052-321-8171,230016,1,0,0,0,0,0,0,0,0,0,0,1072,23,
中部ろうさい病院,4558530,港明1-10-6,,052-652-5511,230017,1,1,1,0,0,0,0,0,0,0,0,1073,23,
中京病院,4570851,三条1-1-10,,052-691-7151,230020,1,0,0,0,0,0,0,0,0,0,0,1074,23,
名古屋医療センター,4600001,三の丸4-1-1,,052-951-1111,230024,0,1,0,0,0,0,0,0,0,0,0,1068,23,
可世木婦人科　ARTクリニック,4600008,栄4-2-29,名古屋広小路プレイス7F,052-251-8801,230025,0,0,0,1,1,1,0,0,0,0,0,1068,23,
名古屋市立西部医療センター,4628508,平手町1-1-1,,052-991-8121,230029,1,1,1,0,0,0,0,0,0,0,0,1065,23,
名古屋市立東部医療センター,4648547,若水1-2-23,,052-721-7171,230030,1,1,0,0,0,0,0,0,0,0,0,1063,23,
名古屋大学,4668560,鶴舞町65,,052-741-2111,230031,1,1,1,1,1,1,7,0,0,0,0,1069,23,
名古屋第二赤十字病院,4668650,妙見町2-9,,052-832-1121,230033,1,1,1,0,0,0,0,0,0,0,0,1069,23,
名古屋市立大学,4678602,瑞穂町字川澄1,,052-851-5511,230034,1,1,1,1,1,1,0,0,0,0,0,1070,23,
藤田医科大学,4701192,沓掛町田楽ヶ窪1-98,,0562-93-2111,230035,1,1,1,1,1,1,0,0,0,0,1,1106,23,
トヨタ記念病院,4718513,平和町1-1,,0565-28-0100,230036,1,1,1,1,1,1,0,0,0,0,0,1089,23,
半田市立半田病院,4758599,東洋町2-29,,0569-22-9881,230037,1,1,0,0,0,0,0,0,0,0,0,1083,23,
愛知医科大学,4801195,岩作雁又1-1,,0561-62-3311,230040,1,1,1,0,0,0,0,0,0,0,0,1115,23,
江南厚生病院,4838704,高屋町大松原137,,0587-51-3333,230042,1,1,1,1,1,0,0,0,0,0,0,1095,23,
小牧市民病院,4858520,常普請1-20,,0568-76-4131,230043,1,1,1,1,1,1,0,0,0,0,0,1096,23,
春日井市民病院,4868510,鷹来町1-1-1,,0568-57-0057,230044,1,1,1,0,0,0,0,0,0,0,0,1084,23,
公立陶生病院,4898642,西追分町160,,0561-82-5101,230045,1,1,1,0,0,0,0,0,0,0,0,1082,23,
一宮市立市民病院,4918558,文京2-2-22,,0586-71-1911,230047,1,1,1,0,0,0,0,0,0,0,0,1081,23,
海南病院,4988502,前ケ須町南本田396,,0567‐65‐2511,230049,1,1,1,0,0,0,0,0,0,0,0,1112,23,
愛知県がんセンター,4648681,鹿子殿1-1,,052-762-6111,230052,0,1,0,0,0,0,0,0,0,0,0,1063,23,
豊田厚生病院,4700396,浄水町伊保原500-1,,0565-43-5000,230053,1,1,1,0,0,0,0,0,0,0,0,1089,23,
鈴木病院,4710033,月見町1-10-8,,0565-33-8051,230054,1,0,0,0,0,0,0,0,0,0,0,1089,23,
名古屋記念病院,4688520,天白区平針4-305,,052-804-1111,230055,1,1,1,0,0,0,0,0,0,0,0,1078,23,
中原クリニック,4890989,山手町327,,0561-88-0311,230058,0,0,0,1,1,1,0,0,0,0,0,1082,23,
原田レディースクリニック,4780063,寺本新町1-172,,0562-36-1103,230060,0,0,0,1,1,0,0,0,0,0,0,1101,23,
ふたばクリニック,4750977,吉田町6-82,,0569-20-5000,230061,0,0,0,1,1,1,0,0,0,0,0,1083,23,
藤澤フラウエンクリニク,4420839,四ツ谷町2-53,,0533-84-1180,230063,0,0,0,1,1,1,0,0,0,0,0,1085,23,
星ケ丘マタニティ病院,4640026,井上町27,,052-782-6211,230066,0,0,0,1,1,1,0,0,0,0,0,1063,23,
さわだウィメンズクリニック,4640819,四谷通1-18-1,RICCA11ビル3F,052-788-3588,230067,0,0,0,1,1,1,0,0,1,0,1,1063,23,
成田病院,4600011,大須1-20-30,,052-221-1595,230069,0,0,0,1,1,1,0,0,0,0,0,1068,23,
八事レディースクリニック,4680063,音聞山810,,052-834-1060,230070,0,0,0,1,1,1,0,0,0,0,0,1078,23,
山口レディースクリニック,4570007,駈上2-7-1,,052-823-2121,230072,0,0,0,1,1,1,0,0,0,0,0,1074,23,
金山レディースクリニック,4560002,金山町1-202,メガネプラザビル 6F,052-681-2241,230073,0,0,0,1,1,1,0,0,0,0,0,1071,23,
稲垣婦人科,4620825,大曽根3-15-58,大曽根フロントビル 2階,052-910-5550,230075,0,0,0,1,1,1,0,0,0,0,0,1065,23,
総合大雄会病院,4918551,桜1-9-9,,0586-72-1211,230077,1,1,1,0,0,0,0,0,0,0,0,1081,23,
G&Oレディスクリニック,4480004,泉田町折戸6-2,,0566-27-4103,230079,0,0,0,1,1,1,0,0,0,0,0,1088,23,
いくたウィメンズクリニック,4600008,栄3-15-27,いちご栄ビル(名古屋プラザビル) 3F,052-263-1250,230081,0,0,0,1,1,1,0,0,0,0,0,1068,23,
おち夢クリニック名古屋,4600002,丸の内3-19-12,久屋パークサイドビル 8階,052-968-2203,230082,0,0,0,1,1,1,4,0,0,0,1,1068,23,
浅田レディース勝川クリニック,4860931,松新町1-4,ルネック5F,0568-35-2203,230083,0,0,0,1,1,1,4,0,1,1,0,1084,23,
つかはらレディースクリニック,4910871,浅野字居森野71-1,,0586-81-8000,230084,0,0,0,1,1,1,0,0,0,0,0,1081,23,
野崎クリニック,4540943,大当郎1-1903,,052-303-3811,230085,0,0,0,1,1,1,0,0,0,0,0,1072,23,
つつじが丘ウィメンズクリニック,4400858,つつじが丘2-3-10,,0532-66-5550,230086,0,0,0,1,1,1,0,0,0,0,0,1079,23,
レディースクリニックミュウ,4500002,名駅4-6-23,第三堀内ビル13F,052-551-7111,230088,0,0,0,1,1,1,0,0,0,0,0,1067,23,
可世木レディスクリニック,4910905,平和1-9-26,,0586-47-7333,230089,0,0,0,1,1,1,0,0,0,0,0,1081,23,
森脇レディースクリニック,4700224,三好町小坂75,医療モール2F,0561-33-5512,230091,0,0,0,1,1,1,0,0,0,0,0,1113,23,
ダイヤビルレディースクリニック,4500002,名駅3-15-1,ダイヤビルディング2号館1F,052-561-1881,230093,0,0,0,1,1,1,0,0,0,0,0,1067,23,
竹内産婦人科,4400892,新本町23,,0532-52-3453,230094,0,0,0,1,1,1,0,0,0,0,0,1079,23,
浅田レディース名古屋駅前クリニック,4500002,名駅4-6-17,名古屋ビルディング3F･4F,052-551-2203,230096,0,0,0,1,1,1,4,0,1,1,1,1067,23,
あいこ女性クリニック,4650091,よもぎ台2-904,,052-777-8080,230097,0,0,0,1,1,1,0,0,0,0,0,1077,23,
ロイヤルベルクリニック,4580848,水広1-1715,,052-879-6660,230098,0,0,0,1,1,1,0,0,0,0,0,1076,23,
グリーンベルARTクリニック,4710027,喜多町2-160,コモ・スクエア WEST 3F,0565-37-3535,230099,0,0,0,1,1,1,0,0,0,0,0,1089,23,
おかだウィメンズクリニック,4600024,正木4-8-7,れんが橋ビル3F,052-683-0018,230100,0,0,0,1,1,1,0,0,0,0,0,1068,23,
フラワーベルARTクリニック,4640841,覚王山通8-70-1,サンクレア池下3F,052-764-0010,230101,0,0,0,1,1,1,0,0,0,0,0,1063,23,
ARTクリニックみらい,4442134,大樹寺2-2-2,,0564-24-9293,230102,0,0,0,1,1,1,0,0,0,0,1,1080,23,
医療法人　平針北クリニック,4700126,赤池町屋下306-2,,052-803-1103,230103,0,0,0,1,1,1,0,0,0,0,0,1107,23,
常滑市民病院,4798510,飛香台3-3-3,,0569-35-3170,230104,0,1,0,0,0,0,0,0,0,0,0,1094,23,
三重県立総合医療センター,5108561,大字日永5450-132,,059-345-2321,240002,1,1,1,0,0,0,0,0,0,0,0,1133,24,
市立四日市病院,5108567,市芝田2-2-37,,059-354-1111,240003,1,1,1,0,0,0,0,0,0,0,0,1133,24,
三重中央医療センター,5141101,久居明神町2158-5,,059-259-1211,240008,1,1,1,0,0,0,0,0,0,0,0,1132,24,
三重大学,5148507,江戸橋2-174,,059-232-1111,240009,1,1,1,1,1,1,7,0,0,0,0,1132,24,
済生会松阪総合病院,5158557,朝日町1区15-6,,0598-51-2626,240011,1,0,0,1,1,1,0,0,0,0,0,1135,24,
松阪中央総合病院,5158566,川井町小望102,,0598-21-5252,240012,0,1,0,0,0,0,0,0,0,0,0,1135,24,
伊勢赤十字病院,5168512,船江1-471-2,,0596-28-2171,240015,1,1,1,0,0,0,0,0,0,0,0,1134,24,
慈芳産婦人科,5100834,ときわ4-4-17,,059-353-0508,240018,0,0,0,1,1,1,0,0,0,0,0,1133,24,
みたき総合病院,5120911,生桑町菰池458-1,,059-330-6000,240019,0,0,0,1,1,1,0,0,0,0,0,1133,24,
森川病院,5180854,上野忍町2516-7,,0595-21-2425,240020,0,0,0,1,1,1,0,0,0,0,0,1145,24,
西山産婦人科,5140004,栄町4-72,,059-229-1200,240022,0,0,0,1,1,1,0,0,0,0,1,1132,24,
ヨナハ産婦人科小児科病院,5110838,和泉イノ割219,,0594-27-1703,240025,0,0,0,1,1,1,0,0,0,0,0,1136,24,
みのうらレディースクリニック,5100256,磯山3-9-17,,059-380-0018,240028,0,0,0,1,1,1,0,0,0,0,0,1137,24,
こうのとりWOMEN'S CAREクリニック,5100086,諏訪栄町176,ローレルタワーシュロア四日市204,059-355-5577,240029,0,0,0,1,1,1,0,0,0,0,0,1133,24,
桑名市総合医療センター,5110061,寿町3-11,,0594-22-1211,240030,0,1,0,0,0,0,0,0,0,0,0,1136,24,
大津赤十字病院,5200046,長等1-1-35,,077-522-4131,250001,1,1,1,0,0,0,0,0,0,0,0,1161,25,
大津市民病院,5200804,本宮2-9-9,,077-522-4607,250002,1,0,0,0,0,0,0,0,0,0,0,1161,25,
滋賀医科大学,5202192,瀬田月輪町,,077-548-2111,250003,1,1,1,1,1,1,7,0,0,0,0,1161,25,
済生会滋賀県病院,5203046,大橋2-4-1,,077-552-1221,250004,1,0,0,0,0,0,0,0,0,0,0,1167,25,
近江八幡市立総合医療センター,5230082,土田町1379,,0748-33-3151,250006,1,1,0,0,0,0,0,0,0,0,0,1164,25,
滋賀県立総合病院,5248524,守山5-4-30,,077-582-5031,250008,1,1,0,0,0,0,0,0,0,0,0,1166,25,
長浜赤十字病院,5268585,宮前町14-7,,0749-63-2111,250009,1,0,0,0,0,0,0,0,0,0,0,1163,25,
市立長浜病院,5260043,大戌亥町313,,0749-68-2300,250010,1,0,0,0,0,0,0,0,0,0,0,1163,25,
神野レディスクリニック,5220063,中央町3-73,,0749-22-6216,250015,0,0,0,1,1,1,0,0,0,0,0,1162,25,
桂川レディースクリニック,5200834,御殿浜21-8,,077-511-4135,250017,0,0,0,1,1,1,0,0,0,0,0,1161,25,
竹林ウィメンズクリニック,5202144,大萱1-1-1,,077-547-3557,250020,0,0,0,1,1,1,0,0,0,0,0,1161,25,
希望が丘クリニック,5202362,三宅2354,,077-586-4103,250021,0,0,0,1,1,1,0,0,0,0,0,1169,25,
草津レディースクリニック,5250026,渋川1-2-26-207,,077-566-7575,250022,0,0,0,1,1,1,0,0,0,0,0,1165,25,
草津総合病院,5258585,矢橋町1660,,077-563-8866,250023,1,1,1,0,0,0,0,0,0,0,0,1165,25,
清水産婦人科,5250027,野村3-18-5,,077-562-4332,250024,0,0,0,1,1,1,0,0,0,0,0,1165,25,
木下レディースクリニック,5200806,打出浜10-37,,077-526-1451,250025,0,0,0,1,1,1,0,0,0,0,1,1161,25,
京都第二赤十字病院,6028026,釜座通丸太町上ル春帯町355-5,,075-231-5171,260002,1,1,1,0,0,0,0,0,0,0,0,1182,26,
京都府立医科大学,6020841,広小路上 梶井465,,075-251-5111,260003,1,1,1,1,1,1,7,0,0,0,0,1182,26,
京都民医連中央病院,6168147,太秦土本町2-1,,075-861-2220,260005,1,0,0,0,0,0,0,0,0,0,0,1188,26,
京都市立病院,6048845,壬生東高田町1-2,,075-311-5311,260006,1,1,1,0,0,0,0,0,0,0,0,1184,26,
京都第一赤十字病院,6050981,本町15-749,,075-561-1121,260007,1,1,1,0,0,0,0,0,0,0,0,1185,26,
京都大学,6068507,聖護院川原町54,,075-751-3111,260009,1,1,1,1,1,1,7,0,0,0,0,1183,26,
宇治徳洲会病院,6110041,槙島町石橋145,,0774-20-1111,260012,0,0,1,0,0,0,0,0,0,0,0,1195,26,
京都桂病院,6158256,山田平尾町17,,075-391-5811,260013,1,1,1,0,0,0,0,0,0,0,0,1191,26,
京都医療センター,6128555,深草向畑町1-1,,075-641-9161,260014,1,1,1,0,0,0,0,0,0,0,0,1189,26,
三菱京都病院,6158087,桂御所町1,,075-381-2111,260016,1,0,1,0,0,0,0,0,0,0,0,1191,26,
済生会京都府病院,6170814,今里南平尾8,,075-955-0111,260017,1,1,1,0,0,0,0,0,0,0,0,1200,26,
洛和会音羽病院,6078062,音羽珍事町2,,075(593)4111,260021,1,0,0,0,0,0,0,0,0,0,0,1190,26,
足立病院,6040837,東洞院通り二条下ﾙ,,075-221-7431,260028,0,0,0,1,1,1,4,0,0,0,1,1184,26,
醍醐渡辺クリニック,6011375,醍醐高畑町30-15,,075-571-0226,260029,0,0,0,1,1,1,0,0,0,1,0,1189,26,
市立福知山市民病院,6208505,231,,0773-22-2101,260031,1,0,1,0,0,0,0,0,0,0,0,1192,26,
田村秀子婦人科医院,6040825,御池高倉東入ル御所八幡町229,,075-213-0523,260032,0,0,0,1,1,1,4,0,0,0,0,1184,26,
IDAクリニック,6078011,安朱南屋敷町35,ラクトD 6F,075-583-6515,260033,0,0,0,1,1,1,0,0,0,0,0,1190,26,
京都府立医科大学北部医療センター,6292261,字男山481,,0772-46-3371,260034,1,1,1,0,0,0,0,0,0,0,0,1216,26,
日本バプテスト病院,6068273,北白川山ノ元町47,,075-781-5191,260036,1,0,1,0,0,0,0,0,0,0,0,1183,26,
田辺中央病院,6100334,田辺中央6-1-6,,0774-63-1111,260039,0,0,1,0,0,0,0,0,0,0,0,1202,26,
身原病院,6158227,上桂宮ノ後町6の8,,075-392-3111,260040,0,0,0,1,1,1,0,0,0,0,0,1191,26,
大阪府済生会中津病院,5300012,芝田2-10-39,,06-6372-0333,270002,1,1,1,0,0,0,0,0,0,0,0,1240,27,
北野病院,5308480,扇町2-4-20,,06-6312-1221,270003,1,1,1,0,0,0,0,0,0,0,0,1240,27,
大阪市立十三市民病院,5320034,野中北2-12-27,,06-6150-8000,270005,1,0,0,0,0,0,0,0,0,0,0,1236,27,
淀川キリスト教病院,5330024,柴島1-7-50,,0120-364-489,270006,1,1,1,0,0,0,0,0,0,0,0,1227,27,
大阪市立総合医療センター,5340021,都島本通2-13-22,,06-6929-1221,270007,1,1,1,0,0,0,0,0,0,0,0,1218,27,
大阪府済生会野江病院,5360001,古市1-3-25,,06-6932-0401,270008,1,1,1,0,0,0,0,0,0,0,0,1231,27,
大阪医療センター,5400006,法円坂2-1-14,,06-6942-1331,270009,1,1,1,0,0,0,0,0,0,0,0,1241,27,
大阪警察病院,5430035,北山町10-31,,06-6771-6051,270013,1,1,1,0,0,0,0,0,0,0,0,1224,27,
大阪赤十字病院,5438555,筆ケ崎5-30,,06-6774-5111,270014,1,1,1,0,0,0,0,0,0,0,0,1224,27,
大阪鉄道病院,5450053,松崎町1-2-22,,06-6628-2221,270015,0,1,0,1,1,1,0,0,0,0,0,1232,27,
大阪市立大学,5458586,旭町1-5-7,,06-6645-2121,270016,1,1,1,0,0,0,0,0,0,0,0,1232,27,
日生病院,5500006,江之子島2-1-54,,06-6443-3446,270018,1,1,1,0,0,0,0,0,0,0,0,1221,27,
大阪病院,5530003,福島4-2-78,,06-6441-5451,270020,1,1,1,0,0,0,0,0,0,0,0,1219,27,
千船病院,555－0034,福町3-2-39,,06-6471-9541,270022,1,1,1,0,0,0,0,0,0,0,0,1226,27,
愛染橋病院,5560005,日本橋5-16-15,,06-6633-2801,270024,1,0,0,0,0,0,0,0,0,0,0,1225,27,
大阪急性期・総合医療センター,5588558,万代東3-1-56,,06-6692-1201,270025,1,1,1,1,1,1,2,0,0,0,0,1233,27,
大阪市立住吉市民病院,閉院,,,,270027,0,0,1,0,0,0,0,0,0,0,0,,27,
市立岸和田市民病院,5968501,額原町1001,,072-445-1000,270028,0,1,0,0,0,0,0,0,0,0,0,1250,27,
市立豊中病院,5608565,柴原町4-14-1,,06-6843-0101,270029,1,1,1,0,0,0,0,0,0,0,0,1251,27,
市立池田病院,5638510,城南3-1-18,,072-751-2881,270031,1,0,0,0,0,0,0,0,0,0,0,1252,27,
大阪府済生会吹田病院,5640013,川園町1-2,,06-6382-1521,270032,1,1,1,0,0,0,0,0,0,0,0,1253,27,
市立吹田市民病院,5648567,岸部新町5-7,,06-6387-3311,270033,0,1,0,0,0,0,0,0,0,0,0,1253,27,
大阪大学,5650871,山田丘2-15,,06-6879-5111,270035,1,1,1,1,1,1,0,0,0,0,0,1253,27,
国立循環器病研究センター,5648565,岸部新町6-1,,06-6170-1070,270036,1,0,1,0,0,0,0,0,0,0,0,1253,27,
高槻赤十字病院,5691096,阿武野1-1-1,,072-696-0571,270039,1,0,0,0,0,0,0,0,0,0,0,1255,27,
高槻病院,5691192,古曽部町1-3-13,,072-681-3801,270040,1,1,1,0,0,0,0,0,0,0,0,1255,27,
大阪医科大学,5698686,大学町2-7,,072-683-1221,270041,1,1,1,1,1,1,4,0,0,0,0,1255,27,
関西医科大学附属病院,5731191,新町2-3-1,,072-804-0101,270042,1,1,1,1,1,1,4,0,0,0,0,1258,27,
松下記念病院,5708540,外島町5-55,,06-6992-1231,270043,1,1,1,0,0,0,0,0,0,0,0,1257,27,
市立東大阪医療センター,5788588,西岩田3-4-5,,06-6781-5101,270048,1,1,1,0,0,0,0,0,0,0,0,1275,27,
阪南中央病院,5800023,南新町3-3-28,,072-333-2100,270051,1,1,1,0,0,0,0,0,0,0,0,1265,27,
八尾市立病院,5810069,龍華町1-3-1,,072-922-0881,270053,1,1,1,0,0,0,0,0,0,0,0,1260,27,
大阪はびきの医療センター,5838588,はびきの3-7-1,,072-957-2121,270054,1,1,1,0,0,0,0,0,0,0,0,1270,27,
大阪南医療センター,5868521,木戸東町2-1,,0721-53-5761,270055,1,1,0,0,0,0,0,0,0,0,0,1264,27,
近畿大学,5898511,大野東377-2,,072-366-0221,270056,1,1,1,1,1,1,5,0,0,0,0,1279,27,
耳原総合病院,5908505,協和町4-465,,072-241-0501,270059,1,1,0,0,0,0,0,0,0,0,0,1243,27,
堺市立総合医療センター,5938304,家原寺町1-1-1,,072-272-1199,270060,1,1,1,0,0,0,0,0,0,0,0,1246,27,
大阪労災病院,5918025,長曽根町1179-3,,072-252-3561,270062,1,1,1,0,0,0,0,0,0,0,0,1248,27,
和泉市立総合医療センター,5940073,和気町4-5-1,,0725-41-1331,270063,0,1,0,0,0,0,0,0,0,0,0,1267,27,
府中病院,5940076,肥子町1-10-17,,0725-43-1234,270064,1,1,1,0,0,0,0,0,0,0,0,1267,27,
大阪母子医療センター,5941101,室堂町840,,0725-56-1220,270065,1,0,1,0,0,0,0,0,0,0,0,1267,27,
市立貝塚病院,5970015,堀3-10-20,,072-422-5865,270067,1,1,0,0,0,0,0,0,0,0,0,1256,27,
りんくう総合医療センター,5988577,りんくう往来北2-23,,072-469-3111,270068,1,0,1,0,0,0,0,0,0,0,0,1261,27,
谷口病院,5980043,大西1-5-20,,072-463-3232,270069,1,0,0,1,1,1,4,0,0,0,0,1261,27,
ベルランド総合病院,5998247,東山500-の3,,072-234-2001,270071,1,1,1,0,0,0,0,0,0,0,0,1244,27,
しんやしき産婦人科,5998125,西野461-1,,072-239-5571,270077,0,0,0,1,1,1,0,0,0,0,0,1245,27,
いしかわクリニック,5900079,新町5-10 5F,,072-232-8751,270079,0,0,0,1,1,1,0,0,0,1,0,1243,27,
吉本婦人科クリニック,5640082,片山町1-3-5,シルバーマンションII 2階,06-6337-0260,270080,0,0,0,1,1,0,0,0,0,0,0,1253,27,
なかむらレディースクリニック,5640051,豊津町13-45,第三暁ビル,06-6378-7333,270081,0,0,0,1,1,1,4,0,0,0,1,1253,27,
岡本クリニック,5580004,長居東3-4-28,,06-6696-0201,270082,0,0,0,1,1,1,0,0,0,0,0,1233,27,
オーク住吉産婦人科,5570045,玉出西2-7-9,,0120-009-345,270084,0,0,0,1,1,1,7,0,0,0,1,1235,27,
西川婦人科内科クリニック,5410051,備後町4-1-3,御堂筋三井ビル1F,06-6201-0317,270087,0,0,0,1,1,1,0,1,0,0,0,1241,27,
脇本産婦人科,5430012,空堀町1-19,,06-6761-5537,270088,0,0,0,1,1,1,0,0,0,0,0,1224,27,
小林産婦人科,5740046,赤井2-2-20,,072-872-0268,270089,0,0,0,1,1,1,0,0,0,0,0,1266,27,
越田クリニック,5300017,角田町1-12,阪急ファイブアネックス3F,06-6316-6090,270090,0,0,0,1,1,1,0,0,0,0,0,1240,27,
大阪NewARTクリニック,5300001,梅田2-6-20,パシフィックマークス西梅田 10F,06-6341-1556,270091,0,0,0,1,1,1,0,0,0,0,0,1240,27,
うめだファティリティークリニック,531-0072,豊崎3-17-6,,06-6371-0363,270093,0,0,0,1,1,1,0,0,0,0,1,1240,27,
IVF大阪クリニック,577-0012,長田東1-1-14,,06-4308-8824,270094,0,0,0,1,1,1,4,0,0,1,1,1275,27,
たまごクリニック,561-0801,曽根西町1-9-20,,06-4865-7017,270098,0,0,0,1,1,1,0,0,0,0,0,1251,27,
イワサレディースクリニックセントマリー不妊センター,5730086,香里園町9-22,,72831666,270100,0,0,0,0,0,0,0,1,0,0,0,1258,27,
大阪国際がんセンター,541-8567,大手前3-1-69,,06-6945-1181,270101,1,1,0,0,0,0,0,0,0,0,0,1241,27,
オークなんばレディースクリニック,556-0011,難波中2-10-70,パークスタワー 8階,0120-009-345,270103,0,0,0,1,1,1,0,0,0,0,0,1225,27,
IVFなんばクリニック,550-0015,南堀江1-17-28,,06-6534-8824,270104,0,0,0,1,1,1,4,0,0,1,1,1221,27,
ルナレディースクリニック,590-0951,市之町西3-1-43,T&Nビル2F,0120-776-778,270105,0,0,0,1,1,1,0,0,0,0,0,1243,27,
なかもず河田クリニック,閉院,,,,270106,0,0,0,1,1,1,0,0,0,0,0,,27,
府中のぞみクリニック,594-0071,府中町2-1-3,南海和泉府中ビル1F,0725-40-5033,270107,0,0,0,1,1,1,7,0,0,0,0,1267,27,
扇町ARTレディースクリニック,530-0026,北区神山町1-7,アーバネックス神山町ビル5F,06-6311-2511,270108,0,0,0,1,1,1,0,0,0,0,0,1240,27,
天の川レディースクリニック,576-0041,私部西2-3-15,,072-892-1124,270109,0,0,0,1,1,1,0,0,0,0,0,1278,27,
関西医科大学総合医療センター,570-8507,文園町10-15,,06-6992-1001,270111,1,1,1,0,0,0,0,0,0,0,0,1257,27,
市立柏原病院,582-0005,法善寺1-7-9,,072-972-0885,270112,1,0,0,0,0,0,0,0,0,0,0,1269,27,
奥田産婦人科,567-0815,竹橋町15-8,,072-622-5253,270113,0,0,0,1,1,1,0,0,0,0,0,1259,27,
レディースクリニックかたかみ,532-0011,西中島1-11-23,,06-6100-2525,270114,0,0,0,1,1,1,0,0,0,0,0,1236,27,
レディースクリニック北浜,541-0043,高麗橋1-7-3,The Kitahama PLAZA 3F,06-6202-8739,270116,0,0,0,1,1,1,0,0,0,0,0,1241,27,
園田桃代ARTクリニック,560-0082,新千里東町1-5-3,千里朝日阪急ビル 3F,06-6155-1511,270117,0,0,0,1,1,1,0,0,0,0,1,1251,27,
後藤レディースクリニック,569-1116,白梅町4-13,ジオ高槻ミューズEX 5F,072-683-8510,270118,0,0,0,1,1,1,0,0,0,0,1,1255,27,
てらにしレディースクリニック,589-0008,池尻自由丘1-2-1,,072-367-0666,270119,0,0,0,1,1,1,0,0,0,0,0,1279,27,
春木レディースクリニック,542-0081,南船場3-12-9,心斎橋プラザビル東館 8F,06-6281-9000,270120,0,0,0,1,1,1,0,0,0,0,0,1241,27,
リプロダクションクリニック大阪,530-0011,大深町4-20,グランフロント大阪タワーA 15F,06-6136-3344,270121,0,0,0,1,1,1,0,0,0,0,0,1240,27,
レオゲートタワーレディースクリニック,598-0048,りんくう往来北1,りんくうゲートタワービル 18F,072-460-2800,270122,0,0,0,1,1,1,0,0,0,0,0,1261,27,
イワサクリニック香里診療所セントマリー不妊センター,573-0086,香里園町9-22,,072-831-1666,270123,0,0,0,1,1,0,0,0,0,0,0,1258,27,
HORACグランフロント大阪クリニック,530-0011,大深町3-1,グランフロント大阪 タワーB 15F,06-6377-8824,270124,0,0,0,1,1,1,7,0,0,1,1,1240,27,
ひらかたARTクリニック,573-0027,大垣内町2-17-13,枚方洛元ビル3F･4F,072-804-4124,270127,0,0,0,1,1,1,0,0,0,0,0,1258,27,
KAWAレディースクリニック,590-0116,若松台3-2-3,,072−297−2700,270128,0,0,0,1,1,1,0,0,0,0,0,1247,27,
ウイメンズクリニック本町,541-0057,北久宝寺町3-6-1,本町南ガーデンシティ 8階,06-6251-8686,270129,0,0,0,1,1,1,0,0,0,0,0,1241,27,
箕面市立病院,562-0014,萱野5-7-1,,072-728-2001,270130,0,1,0,0,0,0,0,0,0,0,0,1268,27,
関西電力病院,553-0003,福島2-1-7,,06-6458-5821,270131,0,1,0,0,0,0,0,0,0,0,0,1219,27,
住友病院,530-0005,中之島5-3-20,,06-6443-1261,270132,0,1,0,0,0,0,0,0,0,0,0,1240,27,
神戸大学,650-0017,楠町7-5-2,,078-382-5111,280001,1,1,1,0,0,0,0,0,0,0,0,1299,28,
神戸市立医療センター中央市民病院,650-0047,港島南町2-1-1,,078-302-4321,280002,1,1,1,0,0,0,0,0,0,0,0,1299,28,
済生会兵庫県病院,651-1302,藤原台中町5-1-1,,078-987-2222,280005,0,0,1,0,0,0,0,0,0,0,0,1298,28,
西神戸医療センター,651-2273,糀台5-7-1,,078-997-2200,280006,1,1,1,0,0,0,0,0,0,0,0,1300,28,
兵庫県立こども病院周産期医療センター,6500047,港島南町1-6-7,,078-945-7300,280009,1,0,1,0,0,0,0,0,0,0,0,1299,28,
神戸医療センター,654-0155,西落合3-1-1,,078-791-0111,280010,1,1,1,0,0,0,0,0,0,0,0,1296,28,
兵庫県立淡路医療センター,656-0021,塩屋1-1-137,,0799-22-1200,280012,1,1,1,0,0,0,0,0,0,0,0,1305,28,
関西労災病院,660-8511,稲葉荘3-1-69,,06-6416-1221,280015,1,1,1,0,0,0,0,0,0,0,0,1302,28,
兵庫県立尼崎総合医療センター,660-8550,東難波町2-17-77,,06-6480-7000,280016,1,1,1,0,0,0,0,0,0,0,0,1302,28,
兵庫県立西宮病院,662-0918,六湛寺町13-9,,0798-34-5151,280018,1,1,1,0,0,0,0,0,0,0,0,1304,28,
明和病院,663-8186,上鳴尾町4-31,,0798-47-1767,280020,1,1,1,0,0,0,0,0,0,0,0,1304,28,
兵庫医科大学,663-8501,武庫川町1-1,,0798-45-6111,280021,1,1,1,1,1,1,7,0,0,0,1,1304,28,
近畿中央病院,664-8533,車塚3-1,,072-781-3712,280023,0,0,0,1,1,1,0,0,0,0,0,1307,28,
